index,Pay Grade / Step,Annual Salary,Class,Title,Current Department,Employment Status,EEO Job Category Description,Gender,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt?,County,Current_Year,Age,Age_Group,Started_Year,Year_Of_Service
310,OR05,85553.57,7245,Admin Svcs Officer 4,Police,Fulltime,Professionals,F,White,1971,1991-08-16,N,Davidson,2024,53,50-54,1991,33
311,FD07B,110806.11,7305,Fire Captain,Fire,Fulltime,Professionals,M,White,1961,1991-08-16,N,Davidson,2024,63,60-64,1991,33
314,OR09,125373.28,11309,Director of Inmate Services-DCSO,Sheriff,Fulltime,Officials and administrators,F,Black,1969,1991-09-01,Y,Davidson,2024,55,55-59,1991,33
317,OR05,82126.97,7377,Program Mgr 2,Public Defender,Fulltime,Officials and administrators,F,White,1969,1991-09-01,Y,Davidson,2024,55,55-59,1991,33
318,ST09,65588.44,10726,Sheriff Supply Officer,Sheriff,Fulltime,Protective service workers,M,White,1962,1991-09-01,N,Davidson,2024,62,60-64,1991,33
321,OR03,65588.44,11259,Data Compliance Technician,Human Resources,Fulltime,Professionals,F,White,1967,1991-10-01,N,Davidson,2024,57,55-59,1991,33
322,NS,119110.08,7931,Exec Asst - Office Mgr,Mayor's Office,Fulltime,Professionals,F,White,1960,1991-10-01,Y,Davidson,2024,64,60-64,1991,33
323,ST06,50574.92,11041,Office Support Rep Sr,Health,Fulltime,Administrative support,F,White,1957,1991-10-14,N,Davidson,2024,67,65-69,1991,33
324,TS05,56962.29,5460,Custodial Svcs Supv,Parks,Fulltime,Service/Maintenance,M,Black,1963,1991-10-25,N,Davidson,2024,61,60-64,1991,33
326,PS03B,88871.94,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1967,1991-11-01,N,Davidson,2024,57,55-59,1991,33
327,PS05B,113268.15,7366,Police Sergeant,Police,Fulltime,Technicians,M,Black,1964,1991-11-01,N,Davidson,2024,60,60-64,1991,33
329,OR08,114735.41,7234,Information Systems Advisor 1,Information Technology Services,Fulltime,Officials and administrators,M,White,1961,1991-11-04,Y,Davidson,2024,63,60-64,1991,33
330,ST10,66873.03,6689,Sheriff Warrant Officer 1,Sheriff,Fulltime,Protective service workers,M,Black,1967,1991-11-16,N,Davidson,2024,57,55-59,1991,33
332,OR07,99933.61,10889,Technical Services Administrat,Water Services,Fulltime,Officials and administrators,M,White,1964,1991-12-01,Y,Davidson,2024,60,60-64,1991,33
333,TS16,89437.11,11208,Water Services Superintendent,Water Services,Fulltime,Professionals,M,Black,1962,1991-12-02,Y,Davidson,2024,62,60-64,1991,33
335,ST06,50574.92,11041,Office Support Rep Sr,Health,Fulltime,Administrative support,F,Black,1966,1991-12-30,N,Davidson,2024,58,55-59,1991,33
336,OR11,137650.68,7159,Div Mgr-Sheriff,Sheriff,Fulltime,Officials and administrators,M,White,1964,1992-01-16,Y,Davidson,2024,60,60-64,1992,32
337,OR06,100059.21,7757,Technical Specialist 2,Sheriff,Fulltime,Professionals,M,White,1970,1992-01-16,Y,Davidson,2024,54,50-54,1992,32
339,PK02,70215.9,10127,Park Police 2,Parks,Fulltime,Protective service workers,M,White,1957,1992-01-17,N,Davidson,2024,67,65-69,1992,32
340,ST08,58602.46,10124,Office Support Spec 2,Health,Fulltime,Administrative support,F,White,1970,1992-02-11,N,Davidson,2024,54,50-54,1992,32
341,OR12,156326.28,10867,Assistant Public Defender 4,Public Defender,Fulltime,Professionals,M,White,1958,1992-02-16,Y,Davidson,2024,66,65-69,1992,32
342,OR03,67648.23,7244,Admin Svcs Officer 3,Juvenile Court,Fulltime,Professionals,F,White,1965,1992-02-18,N,Davidson,2024,59,55-59,1992,32
343,OR04,79185.73,10475,Information Sys Oper Analyst 1,Information Technology Services,Fulltime,Professionals,M,White,1966,1992-03-01,N,Davidson,2024,58,55-59,1992,32
345,OR05,83461.03,7245,Admin Svcs Officer 4,Public Defender,Fulltime,Professionals,F,White,1961,1992-03-01,Y,Davidson,2024,63,60-64,1992,32
349,OR07,113468.17,1056,Chief Dpty Clerk-Gen Sess Ct,Circuit Court Clerk,Fulltime,Officials and administrators,M,White,1967,1992-03-11,Y,Davidson,2024,57,55-59,1992,32
350,TS10,69057.91,7327,Maint & Repair Supv,Parks,Fulltime,Service/Maintenance,M,White,1969,1992-03-13,Y,Davidson,2024,55,55-59,1992,32
351,TS10,67046.52,7327,Maint & Repair Supv,Parks,Fulltime,Service/Maintenance,F,White,1968,1992-03-13,Y,Davidson,2024,56,55-59,1992,32
352,OR07,103921.62,7242,Admin Svcs Mgr,NDOT,Fulltime,Officials and administrators,M,White,1961,1992-03-26,Y,Davidson,2024,63,60-64,1992,32
353,OR05,83461.03,7377,Program Mgr 2,Public Defender,Fulltime,Officials and administrators,F,Two or more,1966,1992-04-16,Y,Davidson,2024,58,55-59,1992,32
354,OR05,79170.1,10758,Public Health Nurse 1,Health,Fulltime,Professionals,F,White,1968,1992-04-20,N,Davidson,2024,56,55-59,1992,32
355,PS05B,113268.15,7366,Police Sergeant,Police,Fulltime,Technicians,M,Black,1967,1992-05-01,N,Davidson,2024,57,55-59,1992,32
356,OR13,202022.17,10947,Assoc Admin-Police & Fire,Police,Fulltime,Officials and administrators,M,White,1959,1992-05-16,Y,Davidson,2024,65,65-69,1992,32
357,OR05,87656.13,6830,Facilities Mgr,Parks,Fulltime,Professionals,M,Black,1966,1992-06-01,Y,Davidson,2024,58,55-59,1992,32
358,TL11,60671.62,10847,Maintenance & Repair Leader,NDOT,Fulltime,Service/Maintenance,M,Black,1967,1992-06-01,N,Davidson,2024,57,55-59,1992,32
359,ST08,52433.92,10835,Engineer Technician,NDOT,Fulltime,Technicians,M,Black,1967,1992-06-01,N,Davidson,2024,57,55-59,1992,32
360,ST08,60144.59,220,Specialized Skills Instr,Parks,Fulltime,Professionals,M,White,1965,1992-06-05,Y,Davidson,2024,59,55-59,1992,32
361,FD05B,95417.67,11187,Paramedic,Fire,Fulltime,Technicians,M,White,1959,1992-07-01,N,Davidson,2024,65,65-69,1992,32
362,OR10,139183.06,6606,Engineer 3,Water Services,Fulltime,Professionals,F,White,1964,1992-07-16,Y,Davidson,2024,60,60-64,1992,32
366,PS06B,128119.34,7355,Police Lieutenant,Police,Fulltime,Professionals,M,Black,1967,1992-09-01,N,Davidson,2024,57,55-59,1992,32
368,OR08,103737.7,10108,Finance Admin,Fire,Fulltime,Officials and administrators,F,White,1965,1992-09-01,Y,Davidson,2024,59,55-59,1992,32
370,PS05B,113268.15,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1967,1992-09-01,N,Davidson,2024,57,55-59,1992,32
371,OR02,67556.1,6034,Program Coord,Parks,Fulltime,Professionals,F,Black,1965,1992-09-04,Y,Davidson,2024,59,55-59,1992,32
372,RD01,63395.86,7379,Program Spec 2,Public Library,Fulltime,Professionals,M,White,1960,1992-09-08,N,Davidson,2024,64,60-64,1992,32
375,NS,82134.0,7376,Program Mgr 1,State Trial Courts,Fulltime,Professionals,F,White,1967,1992-10-01,Y,Davidson,2024,57,55-59,1992,32
377,ST08,60144.59,7364,Police Operations Coord 2,Police,Fulltime,Administrative support,F,Black,1967,1992-10-16,N,Davidson,2024,57,55-59,1992,32
381,ST10,72445.0,10961,Utility Engineer Tech Sr,Water Services,Fulltime,Technicians,M,White,1969,1992-11-30,N,Davidson,2024,55,55-59,1992,32
382,OR13,156151.23,7420,Water Svcs Asst Dir,Water Services,Fulltime,Officials and administrators,M,White,1971,1992-11-30,Y,Davidson,2024,53,50-54,1992,32
383,TS16,81847.62,11208,Water Services Superintendent,Water Services,Fulltime,Professionals,M,Black,1966,1992-11-30,Y,Davidson,2024,58,55-59,1992,32
385,ST10,66873.03,7361,Police Operations Supv,Police,Fulltime,Administrative support,F,Black,1960,1992-12-16,N,Davidson,2024,64,60-64,1992,32
388,PS06B,128119.34,7355,Police Lieutenant,Police,Fulltime,Professionals,M,White,1969,1993-01-01,N,Davidson,2024,55,55-59,1993,31
391,PS04B,97867.29,7357,Police Officer 2-Fld Trng Ofcr,Police,Fulltime,Protective service workers,F,White,1969,1993-01-16,N,Davidson,2024,55,55-59,1993,31
392,PS03,83841.45,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Black,1968,1993-01-16,N,Davidson,2024,56,55-59,1993,31
395,FD07,104534.05,7305,Fire Captain,Fire,Fulltime,Professionals,M,Two or more,1965,1993-02-01,N,Davidson,2024,59,55-59,1993,31
397,FD09A,115752.83,1686,Fire District Chief,Fire,Fulltime,Professionals,M,White,1964,1993-02-01,Y,Davidson,2024,60,60-64,1993,31
399,FD07B,110806.11,7305,Fire Captain,Fire,Fulltime,Professionals,M,White,1962,1993-02-01,N,Davidson,2024,62,60-64,1993,31
400,FD07,104534.05,7305,Fire Captain,Fire,Fulltime,Professionals,M,White,1970,1993-02-01,N,Davidson,2024,54,50-54,1993,31
402,FD05,84849.33,7307,Fire Engineer,Fire,Fulltime,Technicians,M,White,1961,1993-02-01,N,Davidson,2024,63,60-64,1993,31
407,NS,63043.81,6504,Deputy Criminal Ct Clerk 3,Criminal Court Clerk,Fulltime,Administrative support,F,Black,1966,1993-03-01,N,Davidson,2024,58,55-59,1993,31
411,ST10,65015.7,10955,Utility Compliance Inp 2,Water Services,Fulltime,Technicians,M,Black,1966,1993-04-15,N,Davidson,2024,58,55-59,1993,31
412,ST11,67503.83,7700,Sheriff Maint Mechanic 2,Sheriff,Fulltime,Service/Maintenance,M,White,1970,1993-04-16,N,Davidson,2024,54,50-54,1993,31
415,OR07,96819.31,7242,Admin Svcs Mgr,Fire,Fulltime,Officials and administrators,F,White,1964,1993-05-24,Y,Davidson,2024,60,60-64,1993,31
417,ST08,60144.59,10124,Office Support Spec 2,Police,Fulltime,Administrative support,M,White,1963,1993-06-01,N,Davidson,2024,61,60-64,1993,31
419,ST07,55152.6,7365,Police Operations Coord 1,Police,Fulltime,Administrative support,F,Black,1962,1993-06-16,N,Davidson,2024,62,60-64,1993,31
420,NS,72324.96,10816,Satellite position,Circuit Court Satellite,Fulltime,Professionals,F,White,1963,1993-07-01,N,Davidson,2024,61,60-64,1993,31
422,ST06,49278.16,11038,Equipment & Supply Clerk,Public Library,Fulltime,Administrative support,M,White,1964,1993-08-09,N,Davidson,2024,60,60-64,1993,31
425,MAC07C,66965.7,10798,PF& Comm Engagement Adv II-MAC,Metro Action Commission,Fulltime,Paraprofessionals,F,Black,1962,1993-08-16,N,Davidson,2024,62,60-64,1993,31
426,ST10,72445.0,11031,Housing Assignment Spec-DCSO,Sheriff,Fulltime,Professionals,M,Black,1970,1993-08-16,N,Davidson,2024,54,50-54,1993,31
427,OR05,87656.13,6802,Archivist,Public Library,Fulltime,Professionals,M,White,1958,1993-08-16,Y,Davidson,2024,66,65-69,1993,31
428,PS05B,113268.15,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1970,1993-08-16,N,Davidson,2024,54,50-54,1993,31
430,OR07,100521.09,7242,Admin Svcs Mgr,Social Services,Fulltime,Officials and administrators,F,Black,1954,1993-09-01,Y,Davidson,2024,70,70-74,1993,31
432,ST07,53738.45,10123,Office Support Spec 1,District Attorney,Fulltime,Administrative support,M,White,1958,1993-11-01,N,Davidson,2024,66,65-69,1993,31
433,OR09,126537.0,10129,Planning Mgr 1,Planning Commission,Fulltime,Officials and administrators,M,White,1971,1993-11-01,Y,Davidson,2024,53,50-54,1993,31
434,ST09,63906.71,10750,Shift Supv-DCSO,Sheriff,Fulltime,Paraprofessionals,M,Black,1969,1993-11-16,N,Davidson,2024,55,55-59,1993,31
437,OR06,81513.27,7783,Info Systems App Analyst 3,Information Technology Services,Fulltime,Professionals,M,White,1961,1993-12-01,Y,Davidson,2024,63,60-64,1993,31
438,OR04,73995.03,11170,Accountant,Finance,Fulltime,Professionals,F,Black,1966,1993-12-08,Y,Davidson,2024,58,55-59,1993,31
439,OR05,85890.15,5495,Probation Officer 3,General Sessions Court,Fulltime,Professionals,M,White,1968,1993-12-15,Y,Davidson,2024,56,55-59,1993,31
440,PS03B,88871.94,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1974,1994-01-01,N,Davidson,2024,50,50-54,1994,30
441,NS,95687.68,10816,Satellite position,Register of Deeds,Fulltime,Professionals,F,White,1969,1994-01-01,Y,Davidson,2024,55,55-59,1994,30
447,OR03,72445.0,4710,Probation Officer 2,Juvenile Court,Fulltime,Professionals,F,White,1965,1994-02-01,N,Davidson,2024,59,55-59,1994,30
448,ST07,45253.62,11213,Custodian-Health,Health,Fulltime,Service/Maintenance,M,Hispanic,1964,1994-02-22,N,Davidson,2024,60,60-64,1994,30
449,FD05B,95417.67,2534,Fire Inspector 2,Fire,Fulltime,Officials and administrators,F,Black,1971,1994-03-01,N,Davidson,2024,53,50-54,1994,30
451,OR06,86642.72,7783,Info Systems App Analyst 3,Assessor of Property,Fulltime,Professionals,M,White,1964,1994-03-01,N,Davidson,2024,60,60-64,1994,30
452,NS,88272.62,10916,OEM Field Ops Coord,Office of Emergency Mgmt,Fulltime,Professionals,M,White,1966,1994-03-14,Y,Davidson,2024,58,55-59,1994,30
453,NS,60508.08,10816,Satellite position,Circuit Court Satellite,Fulltime,Professionals,F,White,1958,1994-03-16,N,Davidson,2024,66,65-69,1994,30
454,TG07,44029.61,10848,Maintenance & Repair Worker,Parks,Fulltime,Service/Maintenance,M,White,1961,1994-04-01,N,Davidson,2024,63,60-64,1994,30
455,TG07,44029.61,10848,Maintenance & Repair Worker,Parks,Fulltime,Service/Maintenance,M,Black,1969,1994-04-05,N,Davidson,2024,55,55-59,1994,30
456,TG12,54118.08,10838,Equipment Operator Senior,NDOT,Fulltime,Service/Maintenance,M,Black,1961,1994-04-18,N,Davidson,2024,63,60-64,1994,30
457,OR05,85890.15,5495,Probation Officer 3,General Sessions Court,Fulltime,Professionals,M,Black,1955,1994-05-01,N,Davidson,2024,69,65-69,1994,30
458,TS16,84303.05,7803,Treatment Plant Shift Supv,Water Services,Fulltime,Skilled craft workers,M,White,1960,1994-05-02,Y,Davidson,2024,64,60-64,1994,30
460,SU01,59443.75,10614,Security Officer 2,Sheriff,Fulltime,Administrative support,M,Black,1969,1994-05-16,N,Davidson,2024,55,55-59,1994,30
464,OR03,72445.0,5923,Special Programs Coord,Parks,Fulltime,Professionals,M,White,1968,1994-07-05,Y,Davidson,2024,56,55-59,1994,30
465,OR04,74963.04,7376,Program Mgr 1,Juvenile Court,Fulltime,Professionals,F,White,1969,1994-07-06,Y,Davidson,2024,55,55-59,1994,30
467,OR11,147360.95,7762,Special Projects Mgr,Social Services,Fulltime,Officials and administrators,M,Black,1960,1994-07-16,Y,Davidson,2024,64,60-64,1994,30
469,MAC06B,58314.32,10797,PF& Comm Engagement Adv I-MAC,Metro Action Commission,Fulltime,Paraprofessionals,F,Black,1962,1994-07-29,N,Davidson,2024,62,60-64,1994,30
470,OR08,103532.6,3750,Envir Laboratory Mgr,Water Services,Fulltime,Officials and administrators,M,Asian,1971,1994-08-01,Y,Davidson,2024,53,50-54,1994,30
471,MAC07C,66215.47,10798,PF& Comm Engagement Adv II-MAC,Metro Action Commission,Fulltime,Paraprofessionals,F,Black,1953,1994-08-03,N,Davidson,2024,71,70-74,1994,30
472,ST09,65588.44,10647,PT Case Officers,Sheriff,Fulltime,Professionals,M,White,1968,1994-08-16,N,Davidson,2024,56,55-59,1994,30
473,FD05,90016.65,7307,Fire Engineer,Fire,Fulltime,Technicians,M,White,1973,1994-08-16,N,Davidson,2024,51,50-54,1994,30
474,OR11,160355.17,10845,Juvenile Court Magistrate 2,Juvenile Court,Fulltime,Officials and administrators,M,White,1967,1994-08-22,Y,Davidson,2024,57,55-59,1994,30
479,NS,95479.0,7791,Judicial Asst 2,State Trial Courts,Fulltime,Protective service workers,F,White,1969,1994-10-01,Y,Davidson,2024,55,55-59,1994,30
481,PS03B,88871.94,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Black,1967,1994-10-01,N,Davidson,2024,57,55-59,1994,30
482,OR05,85890.27,5495,Probation Officer 3,General Sessions Court,Fulltime,Professionals,F,Black,1960,1994-10-01,N,Davidson,2024,64,60-64,1994,30
483,NS,65354.4,10816,Satellite position,Circuit Court Satellite,Fulltime,Professionals,F,White,1969,1994-10-01,N,Davidson,2024,55,55-59,1994,30
484,OR05,87656.13,6830,Facilities Mgr,Parks,Fulltime,Professionals,M,White,1969,1994-10-14,Y,Davidson,2024,55,55-59,1994,30
485,OR04,74618.35,10718,Crime Lab Evid Recv Supv,Police,Fulltime,Professionals,F,White,1973,1994-10-16,N,Davidson,2024,51,50-54,1994,30
486,ST06,50574.92,11041,Office Support Rep Sr,Health,Fulltime,Administrative support,F,Black,1968,1994-10-16,N,Davidson,2024,56,55-59,1994,30
487,NS,67416.0,10816,Satellite position,Circuit Court Satellite,Fulltime,Professionals,F,White,1963,1994-10-16,N,Davidson,2024,61,60-64,1994,30
488,ST10,66873.03,6689,Sheriff Warrant Officer 1,Sheriff,Fulltime,Protective service workers,M,White,1961,1994-10-16,N,Davidson,2024,63,60-64,1994,30
489,NS,76320.0,10816,Satellite position,Circuit Court Satellite,Fulltime,Professionals,F,White,1970,1994-10-16,Y,Davidson,2024,54,50-54,1994,30
490,ST10,72445.0,11031,Housing Assignment Spec-DCSO,Sheriff,Fulltime,Professionals,M,Black,1971,1994-10-16,N,Davidson,2024,53,50-54,1994,30
491,TG14,60282.37,6186,Treatment Plant Tech 2,Water Services,Fulltime,Skilled craft workers,M,Black,1968,1994-10-17,N,Davidson,2024,56,55-59,1994,30
492,ST07,52324.33,7365,Police Operations Coord 1,Police,Fulltime,Administrative support,F,Black,1973,1994-10-18,N,Davidson,2024,51,50-54,1994,30
493,MAC05C,50876.37,11093,Shuttle Bus Driver-MAC,Metro Action Commission,Fulltime,Service/Maintenance,F,Black,1963,1994-10-26,N,Davidson,2024,61,60-64,1994,30
494,TG11,51898.63,11186,Painter,Parks,Fulltime,Skilled craft workers,M,White,1953,1994-10-28,N,Davidson,2024,71,70-74,1994,30
495,PS03,83841.45,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1969,1994-11-01,N,Davidson,2024,55,55-59,1994,30
497,PS06B,128119.34,7355,Police Lieutenant,Police,Fulltime,Professionals,M,White,1969,1994-11-01,N,Davidson,2024,55,55-59,1994,30
498,PS05B,113268.15,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1972,1994-11-01,N,Davidson,2024,52,50-54,1994,30
499,ST08,60144.59,10124,Office Support Spec 2,Water Services,Fulltime,Administrative support,F,Black,1968,1994-11-01,N,Davidson,2024,56,55-59,1994,30
501,PS03B,88871.94,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Black,1968,1994-11-01,N,Davidson,2024,56,55-59,1994,30
502,PS06,117346.89,7355,Police Lieutenant,Police,Fulltime,Professionals,M,Black,1963,1994-11-01,N,Davidson,2024,61,60-64,1994,30
503,OR07,90879.06,11272,Transportation Superintendent,Water Services,Fulltime,Officials and administrators,F,White,1971,1994-11-11,Y,Davidson,2024,53,50-54,1994,30
504,OR04,74618.35,10720,Crime Lab Forensic Scientist 1,Police,Fulltime,Professionals,F,Black,1965,1994-11-16,N,Davidson,2024,59,55-59,1994,30
506,NS,123000.0,6502,Deputy Criminal Ct Clerk 1,Criminal Court Clerk,Fulltime,Administrative support,F,White,1974,1994-11-16,Y,Davidson,2024,50,50-54,1994,30
507,ST08,58602.46,7364,Police Operations Coord 2,Police,Fulltime,Administrative support,F,White,1967,1994-11-16,N,Davidson,2024,57,55-59,1994,30
512,ST10,70587.67,10955,Utility Compliance Inp 2,Water Services,Fulltime,Technicians,M,Black,1960,1995-01-06,N,Davidson,2024,64,60-64,1995,29
513,OR07,112360.0,6141,Plans Examiner Chief,Codes Administration,Fulltime,Professionals,M,Black,1957,1995-01-16,Y,Davidson,2024,67,65-69,1995,29
514,ST09,60543.28,7732,Compliance Inspector 2,NDOT,Fulltime,Officials and administrators,M,Black,1969,1995-01-17,N,Davidson,2024,55,55-59,1995,29
515,OR05,81833.38,7245,Admin Svcs Officer 4,District Attorney,Fulltime,Professionals,F,Black,1970,1995-01-17,Y,Davidson,2024,54,50-54,1995,29
516,OR05,74935.19,7377,Program Mgr 2,Sheriff,Fulltime,Officials and administrators,F,Black,1974,1995-01-19,N,Davidson,2024,50,50-54,1995,29
518,ST09,65588.44,7241,Admin Asst,Election Commission,Fulltime,Administrative support,F,Black,1970,1995-02-01,N,Davidson,2024,54,50-54,1995,29
519,OR02,67556.1,6034,Program Coord,Parks,Fulltime,Professionals,F,Black,1971,1995-02-03,Y,Davidson,2024,53,50-54,1995,29
521,OR05,84632.58,7377,Program Mgr 2,Sheriff,Fulltime,Officials and administrators,F,Black,1971,1995-02-16,N,Davidson,2024,53,50-54,1995,29
522,ST11,69548.92,6598,Cust Svc Supv,Water Services,Fulltime,Administrative support,F,White,1961,1995-02-16,Y,Davidson,2024,63,60-64,1995,29
523,ST07,55152.6,7365,Police Operations Coord 1,Police,Fulltime,Administrative support,F,White,1956,1995-02-16,N,Davidson,2024,68,65-69,1995,29
524,OR07,104339.69,6247,Parks & Recreation Supt,Parks,Fulltime,Officials and administrators,F,White,1964,1995-03-01,Y,Davidson,2024,60,60-64,1995,29
527,OR11,178197.63,10354,Exe Administrator Police/Fire,Fire,Fulltime,Officials and administrators,F,Black,1958,1995-03-01,Y,Davidson,2024,66,65-69,1995,29
530,FD04A,86721.06,10112,Fire Fighter/Paramedic,Fire,Fulltime,Technicians,M,White,1970,1995-03-01,N,Davidson,2024,54,50-54,1995,29
532,FD07A,107670.09,1495,Fire Marshal-Asst,Fire,Fulltime,Officials and administrators,M,White,1970,1995-04-01,N,Davidson,2024,54,50-54,1995,29
533,OR05,72124.9,7245,Admin Svcs Officer 4,Police,Fulltime,Professionals,F,Black,1968,1995-04-01,Y,Davidson,2024,56,55-59,1995,29
534,TL11,58904.49,10847,Maintenance & Repair Leader,NDOT,Fulltime,Service/Maintenance,M,White,1976,1995-04-17,N,Davidson,2024,48,45-49,1995,29
538,NS,62595.08,6504,Deputy Criminal Ct Clerk 3,Criminal Court Clerk,Fulltime,Administrative support,F,White,1958,1995-05-01,N,Davidson,2024,66,65-69,1995,29
